"","blueWardsPlaced","blueWardsDestroyed","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueDragons","blueHeralds","blueTowersDestroyed","blueAvgLevel","blueTotalMinionsKilled","blueTotalJungleMinionsKilled","blueWins","blueGoldDiff","blueExperienceDiff"
"307",14,-2,1,3,-3,3,-2,-1,-1,0,0.4,-32,-9,0,534,634
"308",0,-2,-1,-6,6,-5,1,1,0,0,-0.800000000000001,-60,13,0,-4005,-2248
"309",-2,-1,1,-2,2,-4,2,1,1,0,0.2,23,20,1,-318,86
"310",-3,2,1,3,-3,2,0,-1,1,0,0.600000000000001,38,9,0,2682,2118
"311",2,3,1,1,-1,3,1,1,0,0,0.6,53,-1,0,2092,1763
"312",2,-2,-1,3,-3,3,0,0,0,0,0.2,41,9,1,2300,2148
"313",-1,-1,1,3,-3,-1,1,1,0,0,0.4,53,-10,1,2642,1346
"314",2,2,1,1,-1,4,-1,-1,0,0,-0.2,64,-21,1,2833,220
"315",0,3,1,0,0,0,-1,-1,0,0,-0.4,0,-31,0,-336,-1059
"316",1,-1,-1,-7,7,-5,1,1,0,-1,-1,-75,9,0,-5136,-3713
"317",1,0,-1,6,-6,0,0,0,0,0,0.800000000000001,23,4,1,1872,3579
"318",1,0,-1,-2,2,-4,0,1,-1,-1,0,-19,16,0,-1048,-450
"319",-26,0,-1,-1,1,-7,1,1,0,0,0,20,-2,1,-88,-932
"320",-3,0,-1,-5,5,-1,0,0,0,0,-0.2,-19,28,1,-1427,-1008
"321",3,-3,-1,-3,3,-9,1,0,1,0,0,-39,-3,1,-2440,-1603
"322",9,-1,1,-4,4,-8,-1,-1,0,0,-0.600000000000001,14,-17,0,-1614,-2256
"323",-4,3,-1,-3,3,-4,1,1,0,0,0,21,9,1,-1075,73
"324",39,-1,1,-1,1,-8,2,1,1,0,0,-6,-4,1,-1799,-1304
"325",4,3,1,9,-9,8,1,1,0,0,1,0,1,1,3296,3231
"326",-5,1,-1,-3,3,-2,-1,-1,0,0,0.2,-35,20,1,-1942,57
"327",1,2,1,4,-4,7,1,1,0,0,0.2,17,-29,1,2013,247
"328",-8,4,1,4,-4,4,2,1,1,0,0.2,55,7,1,3574,1210
"329",-15,2,1,10,-10,4,0,1,-1,0,1,104,-20,1,6000,5033
"330",7,-3,-1,-4,4,-7,-1,0,-1,0,-0.6,-39,-10,0,-3128,-2320
"331",-3,2,-1,0,0,-1,2,1,1,0,0.2,54,0,1,1229,1059
"332",4,1,1,-5,5,-3,0,-1,1,0,0.4,96,7,0,1285,1300
"333",26,-13,-1,-5,5,-2,-1,-1,0,0,-0.4,-62,12,0,-3274,-1385
"334",-1,2,-1,-3,3,-8,-1,-1,0,0,0.2,21,1,0,-1770,325
"335",35,-2,1,5,-5,10,1,1,0,0,0.2,-39,3,1,1892,890
"336",0,3,1,1,-1,2,0,0,0,0,0.2,7,0,0,525,902
"337",-4,4,1,-1,1,0,1,1,0,0,-0.4,8,-4,0,-415,-498
"338",-5,1,-1,-4,4,-3,-1,-1,0,0,-0.2,5,-8,1,-1751,-1585
"339",-5,0,1,8,-8,4,0,-1,1,1,0,5,10,1,4453,2458
"340",-12,-2,1,5,-5,8,1,1,0,0,0.2,-25,4,0,1393,441
"341",1,0,-1,1,-1,-6,2,1,1,0,0,56,-23,1,534,154
"342",3,1,1,-9,9,-16,-1,-1,0,0,-0.600000000000001,23,1,0,-3301,-2246
"343",3,-2,-1,-3,3,-3,2,1,1,0,-0.4,-52,20,1,-2022,-2023
"344",-37,-1,-1,-3,3,-3,-1,-1,0,0,0.2,50,-9,0,176,-172
"345",-1,3,-1,-3,3,-1,0,-1,1,0,0,-5,0,0,-458,-559
"346",-34,9,1,2,-2,6,-1,-1,0,0,-0.4,-34,7,0,676,-576
"347",4,3,-1,2,-2,5,0,1,-1,0,0.8,8,36,1,2536,3339
"348",13,3,-1,-4,4,1,-1,0,-1,0,-0.600000000000001,-11,-14,1,-1751,-2784
"349",1,-2,-1,-3,3,-1,-2,-1,-1,0,0,-3,-2,1,-1516,-1467
"350",-1,0,1,-4,4,0,0,0,0,0,-0.399999999999999,-66,1,0,-2566,-2246
"351",69,1,1,-4,4,1,-1,-1,0,0,-0.4,-25,-13,0,-2023,-2678
"352",-2,-1,-1,-1,1,-4,1,0,1,0,0,33,3,0,-276,179
"353",6,3,1,3,-3,2,2,1,1,0,0.4,11,17,1,1574,1834
"354",7,0,-1,3,-3,9,-1,-1,0,0,0.4,26,-2,1,2378,2190
"355",4,1,1,-5,5,-6,-2,-1,-1,0,-0.4,-40,-20,0,-3223,-2518
"356",-22,-2,-1,0,0,-1,-1,-1,0,0,0,24,7,0,808,1415
"357",23,0,1,6,-6,2,0,0,0,0,0.6,37,-6,1,3803,2825
"358",-2,2,-1,-6,6,-4,-1,-1,0,0,-0.4,-34,-8,0,-3360,-1842
"359",-5,1,-1,4,-4,8,-1,0,-1,0,0.4,-5,20,1,2397,1405
"360",4,-5,1,-3,3,-2,0,0,0,0,-0.4,30,8,0,-883,-1828
"361",-26,-1,1,-3,3,-4,-2,-1,-1,0,-0.399999999999999,-2,-24,0,-2638,-2478
"362",1,3,1,11,-11,11,0,0,0,0,1.2,-5,16,1,5035,5420
"363",3,0,1,-3,3,-2,-2,-1,-1,0,0,17,1,0,-1003,-899
"364",0,-1,1,-3,3,-6,-1,-1,0,0,-0.4,2,4,0,-1963,-1151
"365",20,-1,-1,-1,1,-1,-1,-1,0,0,-0.2,-27,11,0,-1071,-1471
"366",2,0,1,1,-1,2,0,0,0,0,0,-10,21,1,897,1090
"367",-2,3,1,3,-3,2,2,1,1,0,0,15,10,1,1946,1292
"368",5,-2,-1,0,0,-1,0,-1,1,0,-0.4,10,-4,0,-219,-1440
"369",3,5,1,2,-2,0,0,0,0,0,0,26,-10,1,1588,1331
"370",0,0,-1,-4,4,-3,-1,-1,0,0,0,5,-7,0,-1889,-723
"371",2,1,-1,-2,2,-2,1,1,0,0,0,-28,36,1,-720,432
"372",-3,0,1,-9,9,-6,-2,-1,-1,0,-0.6,15,12,0,-2388,-1978
"373",0,-2,-1,-10,10,-9,-1,-1,0,0,-1,-51,2,0,-5668,-4786
"374",2,-1,-1,-1,1,-3,1,1,0,0,0.2,62,10,1,527,1493
"375",-36,-2,1,2,-2,-1,0,-1,1,0,0,41,-2,1,1496,-730
"376",-2,3,-1,-6,6,-8,-2,-1,-1,0,-0.6,-51,-8,0,-4245,-3073
"377",-1,5,1,5,-5,9,0,1,-1,0,0.8,-22,-14,0,3386,2410
"378",2,0,-1,-5,5,-9,-1,-1,0,0,-0.600000000000001,-35,-5,0,-3145,-2166
"379",-1,-1,-1,-4,4,-8,1,1,0,0,0,-12,26,0,-1325,-15
"380",0,4,-1,-3,3,-2,2,1,1,0,0,-12,8,1,-1623,-1144
"381",-1,-4,-1,0,0,3,1,1,0,0,0.2,-2,15,1,1076,759
"382",3,-2,-1,-3,3,3,1,1,0,0,0,-38,-6,1,-1156,-667
"383",4,0,-1,0,0,-3,1,0,1,0,0,8,8,0,450,-9
"384",-1,0,1,2,-2,0,1,0,1,2,1.2,82,19,1,4363,4467
"385",0,1,1,5,-5,7,1,1,0,0,0.600000000000001,-8,18,1,2262,2885
"386",5,-1,1,-3,3,-2,0,0,0,0,-0.4,7,3,0,-367,187
"387",-2,5,-1,3,-3,5,-1,-1,0,0,0.4,4,-27,1,1214,2080
"388",-2,-1,1,3,-3,6,1,1,0,0,0,-6,1,1,1728,-337
"389",10,-2,1,1,-1,-1,-1,-1,0,0,0,5,20,1,959,917
"390",62,-2,1,0,0,1,0,-1,1,0,0.2,21,10,1,924,323
"391",2,0,1,10,-10,11,1,1,0,0,0.600000000000001,45,-15,1,4544,3126
"392",-19,0,-1,-7,7,-8,2,1,1,-1,-0.800000000000001,-8,-4,0,-4847,-2983
"393",61,1,1,6,-6,15,0,1,-1,0,0.600000000000001,-4,-10,1,1849,669
"394",-27,2,-1,-4,4,-2,0,0,0,0,-0.8,-66,-7,1,-3891,-2689
"395",-6,3,1,-3,3,-1,-1,-1,0,0,-0.4,-1,-17,0,-1314,-1942
"396",-29,-2,1,4,-4,9,0,0,0,0,0.4,7,0,1,2718,91
"397",1,4,-1,-5,5,-9,-2,-1,-1,0,-0.2,-10,-12,0,-2174,-1268
"398",-31,10,1,3,-3,1,1,1,0,0,0.2,13,-8,1,1093,720
"399",-37,1,-1,1,-1,-5,0,0,0,0,-0.2,-18,10,1,-215,-438
"400",-35,-1,1,1,-1,4,0,-1,1,0,-0.399999999999999,-2,-21,1,635,-1157
"401",4,2,-1,0,0,0,-1,0,-1,-1,0.600000000000001,11,7,1,120,1209
"402",6,2,-1,1,-1,-1,1,1,0,0,0.4,-11,24,1,194,661
"403",-2,2,1,7,-7,20,1,1,0,0,0.4,25,-1,1,3581,1578
"404",-131,0,-1,-7,7,-3,0,0,0,0,-0.4,-32,-1,0,-3622,-2561
"405",29,-2,1,0,0,-2,0,1,-1,0,0,0,-8,1,-303,312
"406",-4,0,-1,1,-1,-3,1,1,0,0,0,-51,4,0,-1295,-305
"407",24,1,-1,-4,4,-3,-2,-1,-1,0,-0.2,-45,0,0,-3006,-1880
"408",22,3,1,1,-1,3,0,-1,1,0,0.2,17,4,1,1090,371
"409",-2,2,-1,1,-1,-1,1,1,0,0,0.6,-11,35,1,324,1794
"410",-5,-3,1,-4,4,-4,-1,-1,0,0,-0.600000000000001,-18,-17,1,-2025,-2448
"411",24,-2,1,-1,1,-3,-1,-1,0,0,-0.4,2,-8,0,-416,-907
"412",-28,14,1,0,0,-3,0,-1,1,0,0.4,30,-15,0,62,1154
"413",-20,-2,1,-2,2,-9,-1,-1,0,0,-0.600000000000001,21,20,0,-67,-1341
"414",5,3,-1,7,-7,9,1,1,0,0,0.8,52,1,1,5163,3968
"415",2,4,1,6,-6,12,1,1,0,0,0.2,2,-3,1,2728,1957
"416",-27,10,-1,-6,6,-6,1,1,0,0,-0.4,-52,9,0,-3559,-1400
"417",22,-4,1,2,-2,2,2,1,1,0,-0.2,-16,-8,1,184,-131
"418",4,-2,1,-3,3,-2,1,1,0,0,-0.6,-18,-14,0,-2040,-1012
"419",-39,0,1,5,-5,6,1,1,0,0,0.2,-14,5,1,2151,726
"420",18,2,-1,-2,2,1,0,0,0,0,-0.4,-61,4,0,-2452,-1634
"421",23,-1,1,3,-3,4,2,1,1,0,0.4,31,12,1,3255,2259
"422",19,-1,1,6,-6,4,-1,-1,0,0,0,4,-30,1,1128,858
"423",9,0,1,1,-1,4,1,0,1,1,0.4,5,19,1,1909,979
"424",3,0,-1,4,-4,1,0,0,0,0,0.2,37,-6,1,3397,1493
"425",4,-1,-1,-4,4,-11,-1,-1,0,0,-0.2,-16,-20,0,-3563,-1320
"426",-2,1,1,-2,2,-9,1,1,0,0,0.399999999999999,17,3,0,-361,1686
"427",-21,0,-1,1,-1,-1,1,0,1,0,0,-23,3,1,-513,992
"428",0,4,-1,7,-7,6,0,0,0,0,1,36,14,1,4872,3076
"429",18,1,-1,-1,1,-2,1,0,1,0,0.8,19,11,0,985,2102
"430",-5,1,1,-4,4,-6,0,1,-1,0,-0.2,2,-1,1,-1599,-1870
"431",0,1,-1,7,-7,10,1,1,0,0,0.4,-26,1,1,1719,1703
"432",-1,0,-1,-5,5,-5,-1,0,-1,0,-0.4,-35,12,0,-2641,-2207
"433",-4,4,1,-6,6,-9,-2,-1,-1,0,-0.600000000000001,-28,-6,0,-2846,-2325
"434",-15,-1,-1,-7,7,-11,-1,-1,0,0,-0.800000000000001,-12,-22,0,-3891,-2276
"435",3,-1,-1,9,-9,6,1,1,0,0,1,59,20,1,6202,5368
"436",0,1,-1,1,-1,2,0,0,0,0,0.4,34,16,1,2330,2167
"437",3,0,1,2,-2,-2,0,0,0,0,0.4,69,4,0,3089,1750
"438",24,1,-1,1,-1,0,0,0,0,0,0.4,11,-11,1,540,867
"439",29,0,1,1,-1,1,0,-1,1,0,-0.600000000000001,-18,-19,1,508,-1704
"440",128,3,1,3,-3,6,1,1,0,0,0.2,-15,-34,0,625,-1035
"441",23,2,1,3,-3,4,1,1,0,0,0.4,24,8,1,2481,1962
"442",-4,2,1,5,-5,4,1,1,0,0,0.600000000000001,6,-1,1,2796,2669
"443",3,4,-1,5,-5,3,1,1,0,0,0.4,-8,5,1,2089,2123
"444",-27,-5,1,-1,1,-2,1,1,0,0,0,-20,15,1,-608,-703
"445",-2,-1,1,-2,2,-5,0,0,0,0,-0.4,-12,-16,0,-1923,-1753
"446",-30,-3,-1,0,0,0,-1,-1,0,0,-0.2,3,-12,0,-951,-546
"447",0,-1,1,2,-2,2,1,1,0,0,0.2,42,-19,1,1428,701
"448",4,0,1,3,-3,4,0,1,-1,0,0.2,-35,4,0,1131,1145
"449",28,1,-1,-3,3,-11,1,0,1,0,-0.2,-35,13,0,-1972,-1010
"450",-22,-1,1,-2,2,-6,-1,-1,0,0,-0.2,-58,18,0,-2242,-1819
"451",0,1,1,3,-3,7,0,1,-1,0,-0.4,35,-20,1,2287,-268
"452",5,-1,-1,3,-3,4,-1,0,-1,0,0.600000000000001,39,8,0,1367,2396
"453",-5,4,1,4,-4,4,2,1,1,0,0.600000000000001,45,0,1,2580,2954
"454",81,1,-1,4,-4,12,1,1,0,0,-0.399999999999999,-46,-8,0,786,-562
"455",-19,-1,1,-1,1,-5,2,1,1,0,0,2,36,1,152,-57
"456",-25,3,1,4,-4,6,-1,-1,0,0,0.4,13,-12,1,2802,281
"457",1,-2,-1,-1,1,1,-1,-1,0,0,-0.399999999999999,-15,-12,0,-1610,-1393
"458",-4,-1,-1,4,-4,1,-1,-1,0,0,0,27,-4,1,1543,-21
"459",1,0,-1,4,-4,3,0,0,0,0,0.199999999999999,4,1,1,1915,2606
"460",0,4,-1,1,-1,6,1,1,0,0,0,-26,1,1,-595,364
"461",0,0,1,-1,1,1,0,0,0,0,0,-17,-13,0,-1190,-911
"462",-1,-4,1,4,-4,1,0,-1,1,0,0,13,-12,1,1820,806
"463",-1,0,-1,-3,3,-3,2,1,1,0,-0.4,-37,1,0,-2630,-2244
"464",-3,-6,-1,0,0,0,-1,-1,0,0,-0.2,-23,-20,1,-1327,-789
"465",2,3,-1,4,-4,7,-1,0,-1,0,0.4,-14,-12,1,1417,1016
"466",0,-2,1,0,0,-3,1,1,0,0,0,13,12,0,71,409
"467",-5,0,-1,1,-1,-2,-1,-1,0,0,0.4,-8,9,1,17,1052
"468",3,0,1,1,-1,3,2,1,1,0,0,0,-8,0,151,840
"469",-1,1,1,7,-7,6,0,1,-1,0,0.600000000000001,41,12,1,4817,3220
"470",1,-3,-1,-5,5,-6,-1,-1,0,0,-0.600000000000001,-38,-22,0,-3400,-2763
"471",-17,-2,1,-2,2,-10,-1,-1,0,0,0,26,-8,0,-944,-556
"472",3,-1,-1,-4,4,0,0,1,-1,-1,-0.4,-25,-5,0,-2839,18
"473",-48,0,1,3,-3,4,1,1,0,0,0,46,-7,1,818,-165
"474",-21,-1,-1,-7,7,-4,-2,-1,-1,-1,-1.4,-93,-9,0,-6286,-4733
"475",9,-2,-1,-7,7,-7,-1,-1,0,0,-0.600000000000001,-26,-4,0,-3799,-3285
"476",-1,2,-1,6,-6,2,2,1,1,1,0.600000000000001,22,6,1,4428,3489
"477",33,6,1,8,-8,8,-1,-1,0,0,0.600000000000001,28,-1,1,4388,3527
"478",-4,1,-1,-4,4,-6,1,1,0,0,-0.600000000000001,-36,7,0,-3045,-1634
"479",-1,0,-1,-2,2,-6,-1,0,-1,0,-0.2,3,4,0,-1497,-778
"480",34,-2,-1,-1,1,2,1,1,0,0,-0.6,-11,-3,0,-1696,-2153
"481",25,-4,-1,1,-1,4,-1,0,-1,0,-0.2,-60,8,1,733,-1480
"482",-1,4,1,-1,1,1,1,1,0,0,-0.2,3,0,1,-606,-1487
"483",19,0,-1,-2,2,-2,-1,0,-1,0,0,-15,-14,0,-2420,-753
"484",-8,3,-1,-5,5,-9,-1,-1,0,0,0,14,12,0,-2037,110
"485",-5,0,-1,0,0,-2,-1,-1,0,0,0.199999999999999,14,5,1,631,1404
"486",-7,0,-1,0,0,-3,0,-1,1,0,-0.399999999999999,-19,-28,0,-1570,-2103
"487",2,1,-1,0,0,2,1,1,0,0,0.600000000000001,-28,17,1,-471,870
"488",-2,0,-1,-1,1,-1,0,0,0,0,0.2,4,-19,1,-1211,-108
"489",3,-2,1,5,-5,2,0,-1,1,0,0.2,32,-22,1,2740,1708
"490",-19,11,-1,2,-2,1,1,0,1,0,0.4,-6,16,1,1947,2521
"491",-13,2,1,7,-7,7,0,0,0,0,1,63,-1,1,4712,3798
"492",-4,4,1,1,-1,3,1,1,0,0,0,15,-8,0,1115,1256
"493",22,1,-1,-1,1,0,0,0,0,0,-0.2,-63,23,1,-833,-116
"494",135,-1,-1,4,-4,2,-1,-1,0,0,0.4,-6,-25,1,564,633
"495",26,-2,1,0,0,3,1,0,1,-1,0.2,-40,32,0,-589,1794
"496",5,4,1,5,-5,0,0,0,0,0,0.4,38,-8,1,3020,2593
"497",-3,0,1,1,-1,0,0,1,-1,0,-0.8,-20,-35,1,-1339,-2802
"498",5,-1,1,6,-6,14,0,1,-1,0,0.4,-46,-20,0,1487,577
"499",-1,2,1,2,-2,4,2,1,1,0,0,-29,-9,1,579,-37
"500",-9,2,1,3,-3,4,0,0,0,0,0,-23,8,1,975,659
"501",35,3,1,4,-4,0,1,1,0,0,0.2,-34,15,1,1417,1171
"502",5,1,1,2,-2,6,2,1,1,1,0.2,28,-20,1,2768,1411
"503",-5,4,1,7,-7,18,-1,-1,0,0,0.600000000000001,27,21,1,3897,2558
"504",-24,0,-1,-7,7,-7,-1,-1,0,0,-0.800000000000001,-26,-24,0,-4631,-3612
"505",4,-1,-1,-1,1,0,-2,-1,-1,0,-0.4,50,7,0,-46,-458
"506",-18,1,-1,-5,5,-7,-1,-1,0,1,0,32,7,0,-258,-419
"507",-3,2,-1,6,-6,4,1,1,0,0,1,76,8,1,2845,4032
"508",-19,0,-1,-7,7,-8,-1,-1,0,0,-0.8,-13,-10,0,-3177,-3271
"509",-2,2,1,4,-4,8,1,1,0,0,-0.2,37,6,1,2988,398
"510",1,0,1,3,-3,1,1,1,0,0,0.6,24,-7,1,2443,1566
"511",-2,1,1,1,-1,0,2,1,1,0,-0.600000000000001,-3,1,1,-11,-176
"512",-32,-4,-1,-1,1,-4,1,1,0,0,0,-29,1,1,286,17
"513",-24,13,1,-1,1,1,2,1,1,0,-0.2,3,-9,0,90,-819
"514",-3,-1,-1,1,-1,-4,0,0,0,0,0.4,20,6,1,403,1790
"515",0,1,1,7,-7,10,0,0,0,0,0.800000000000001,-21,-8,1,3135,2622
"516",2,0,-1,2,-2,3,-1,-1,0,0,0.2,-19,1,0,372,160
"517",12,1,-1,-2,2,-4,1,1,0,0,-0.2,-15,-12,1,-1636,-872
"518",-2,0,1,11,-11,10,2,1,1,0,0.8,40,24,1,5586,4058
"519",-2,0,-1,-3,3,-3,-1,-1,0,0,0,-2,12,0,-2105,-1094
"520",-2,-3,-1,-2,2,-4,0,-1,1,0,-0.2,-26,17,1,-1374,-653
"521",-5,-2,-1,-5,5,-1,-1,0,-1,0,-0.4,10,-15,0,-2166,-2885
"522",1,-1,-1,1,-1,-2,0,0,0,0,0,47,-6,1,930,275
"523",-87,0,-1,-3,3,-3,1,1,0,0,0,11,-16,0,-950,-650
"524",-1,-2,1,-1,1,0,0,1,-1,-1,0,-47,4,1,-2421,-1685
"525",5,1,-1,-1,1,-3,-1,-1,0,0,0,-8,8,1,-891,-633
"526",20,1,-1,-1,1,-5,-1,-1,0,0,0.2,24,-8,1,-211,232
"527",-4,-2,1,-1,1,-2,-2,-1,-1,0,-0.4,-13,-1,1,-405,-1523
"528",5,0,1,3,-3,4,-1,-1,0,0,1,46,0,1,2361,2502
"529",-3,-1,-1,-1,1,1,1,1,0,0,-0.2,-7,7,1,-134,-565
"530",2,0,1,3,-3,7,1,1,0,0,0,-1,13,1,2062,1120
"531",5,-1,1,3,-3,3,0,-1,1,0,0.399999999999999,45,9,1,2089,1771
"532",2,1,-1,-9,9,-16,-2,-1,-1,0,-0.8,-58,-18,0,-5377,-3249
"533",2,1,1,0,0,-4,0,1,-1,0,-0.2,34,-5,1,-282,-79
"534",1,1,-1,-1,1,4,0,0,0,0,0,-3,3,0,-443,-447
"535",-27,1,-1,-6,6,-5,0,0,0,0,-0.2,-23,24,0,-3122,-1229
"536",-4,1,-1,-3,3,-3,1,1,0,0,-0.600000000000001,-19,-10,0,-2425,-1778
"537",-10,3,-1,-2,2,-3,-1,-1,0,0,0.2,6,-7,1,-813,840
"538",3,3,-1,1,-1,3,-2,-1,-1,0,0.4,-1,-6,1,1378,1678
"539",13,3,-1,0,0,-1,-1,-1,0,0,0,28,-3,0,1542,1059
"540",71,0,-1,-4,4,-6,-1,-1,0,0,0,-15,-7,0,-1553,-424
"541",1,4,1,8,-8,12,1,1,0,0,1,26,6,1,4250,2686
"542",-41,-1,1,5,-5,4,1,0,1,0,0.600000000000001,9,4,1,2772,2140
"543",4,0,1,0,0,3,1,1,0,0,-0.4,4,-8,1,-484,-1416
"544",2,3,1,3,-3,6,2,1,1,0,-0.2,-12,-8,1,1110,-544
"545",-31,4,-1,1,-1,0,0,-1,1,1,-0.2,10,1,0,1467,11
"546",1,1,1,2,-2,3,2,1,1,0,0,-62,8,1,1095,94
"547",7,-2,1,6,-6,4,1,1,0,1,0.600000000000001,55,7,1,5169,2153
"548",0,0,-1,-2,2,-1,-2,-1,-1,0,-0.600000000000001,-17,-4,0,-1547,-916
"549",4,1,1,10,-10,17,-1,-1,0,0,0.6,36,-13,1,5680,2175
"550",0,1,1,0,0,-1,0,0,0,0,0,6,-1,0,823,-164
"551",47,2,1,5,-5,7,2,1,1,0,0.2,0,-28,1,1799,442
"552",2,0,-1,-2,2,-2,0,-1,1,0,0.2,5,2,0,-757,569
"553",75,-4,1,2,-2,3,1,1,0,0,-0.2,-50,3,1,91,-339
"554",18,-3,-1,-3,3,-10,0,-1,1,0,-0.4,-8,7,0,-1538,-370
"555",-3,2,-1,2,-2,1,2,1,1,0,0.6,24,7,1,2228,1524
"556",1,1,1,8,-8,10,-1,-1,0,0,0.8,32,16,0,4869,3243
"557",3,-2,-1,2,-2,3,0,0,0,0,-0.2,-2,-3,1,640,-120
"558",7,0,-1,-3,3,1,0,0,0,0,-0.4,-50,11,1,-1871,-1775
"559",-33,-6,-1,-2,2,-3,-1,-1,0,0,-0.2,-25,-29,0,-2189,-1838
"560",5,1,1,-2,2,-2,0,0,0,0,-0.4,38,-11,0,474,-775
"561",2,-1,-1,-5,5,-8,0,0,0,0,-0.4,-10,28,0,-1072,-646
"562",-5,2,1,-6,6,-8,-1,-1,0,0,-0.4,-16,-2,0,-2817,-1700
"563",-4,2,-1,1,-1,3,1,1,0,0,0,-40,-4,1,-243,-465
"564",2,1,-1,0,0,2,1,1,0,0,-0.4,-53,8,0,-1517,-1565
"565",-17,-4,-1,-6,6,-4,-1,-1,0,0,-1.2,-26,7,0,-3205,-3400
"566",-3,0,-1,-3,3,3,-1,-1,0,0,-0.800000000000001,-52,-27,0,-2820,-2751
"567",-1,-1,1,4,-4,9,1,1,0,0,0.6,-12,-12,1,1722,1010
"568",1,-1,1,4,-4,3,2,1,1,0,0,65,-14,1,1978,1595
"569",-22,2,1,2,-2,-2,0,0,0,0,0.4,-18,16,1,171,618
"570",-2,3,-1,2,-2,6,0,1,-1,0,0.2,14,-5,0,659,405
"571",-10,5,-1,-5,5,-2,0,1,-1,0,-0.600000000000001,-24,-16,1,-2974,-2746
"572",72,1,-1,-6,6,-7,-1,-1,0,0,-1.2,-20,-8,0,-3078,-3306
"573",-1,1,1,1,-1,-3,-1,-1,0,0,0.4,2,7,0,1153,282
"574",0,-1,1,6,-6,5,2,1,1,0,0.600000000000001,21,20,1,3878,2862
"575",3,-3,1,4,-4,4,2,1,1,0,0,-7,-8,1,2717,1557
"576",67,-3,1,2,-2,3,-1,-1,0,0,1,96,-8,1,3038,3164
"577",-25,-1,-1,-3,3,-8,-1,-1,0,0,0,-10,-17,0,-1903,-584
"578",3,0,1,4,-4,1,-1,-1,0,0,0.399999999999999,41,12,1,3518,2843
"579",-34,1,-1,0,0,0,0,0,0,0,0,31,8,1,216,259
"580",19,1,1,-3,3,-5,-1,-1,0,0,0.2,29,4,0,-509,-196
"581",-6,-2,-1,3,-3,7,-1,0,-1,0,0,-18,-18,0,978,372
"582",35,2,1,8,-8,7,1,1,0,0,0.6,-20,24,1,1884,1871
"583",3,0,1,6,-6,6,0,-1,1,0,0.600000000000001,-22,6,1,2224,2062
"584",1,-2,-1,-3,3,2,0,-1,1,0,0,-27,-8,0,-1079,252
"585",1,-3,-1,-2,2,-2,-2,-1,-1,0,-0.600000000000001,-52,-19,0,-1768,-1778
"586",-1,0,-1,0,0,-4,1,1,0,0,0,-8,-4,0,-886,-476
"587",51,0,1,6,-6,14,0,0,0,0,0.2,12,-4,1,3017,1450
"588",-4,5,1,0,0,-4,1,1,0,0,0,-22,-4,0,-431,120
"589",66,-3,-1,-6,6,-1,0,0,0,0,-0.8,3,-13,0,-2618,-2637
"590",1,2,1,0,0,-3,2,1,1,0,0,-35,-12,0,-740,-665
"591",3,-2,1,7,-7,6,1,0,1,0,1,32,20,1,3982,3457
"592",4,-2,-1,-5,5,-1,-1,-1,0,0,-0.4,-31,-8,0,-2028,-1740
"593",1,-1,-1,6,-6,2,0,-1,1,2,1,32,19,1,5649,3668
"594",-6,-1,-1,-9,9,-7,-2,-1,-1,0,-1,-63,2,0,-4949,-4010
"595",2,1,1,5,-5,-2,2,1,1,1,0.800000000000001,64,16,1,4867,4211
"596",0,0,-1,-4,4,-6,2,1,1,0,-0.4,45,24,0,-978,-226
"597",-39,1,-1,4,-4,3,0,0,0,0,0.4,-19,29,0,2425,1426
"598",1,1,1,6,-6,6,1,1,0,0,0.800000000000001,24,-1,1,3815,2726
"599",31,1,1,2,-2,-4,1,1,0,0,0.4,-17,25,1,976,2257
"600",-6,2,1,1,-1,3,1,1,0,0,0.2,38,-2,1,862,-426
"601",-44,-5,1,1,-1,3,-1,-1,0,0,0,-26,-10,0,-403,-26
"602",63,-1,-1,-4,4,-2,-1,0,-1,0,-0.2,-24,-1,0,-2204,-1476
"603",-19,-2,1,0,0,-2,1,1,0,0,-0.2,-5,-4,1,-219,-1275
"604",-5,0,1,11,-11,13,0,-1,1,0,0.600000000000001,57,-8,1,5330,4040
"605",-36,-2,1,5,-5,11,2,1,1,0,0.2,-10,33,1,3414,1608
"606",2,-1,1,1,-1,0,0,0,0,0,-0.2,35,-7,0,792,-622
"607",4,-2,1,-3,3,-3,-2,-1,-1,0,0,-11,27,1,-146,-399
"608",-4,3,1,0,0,-3,1,0,1,0,-0.2,-68,-15,0,-1578,-1724
"609",5,-4,1,-1,1,0,-1,-1,0,0,0,-10,-12,1,-769,-701
"610",0,0,-1,3,-3,1,0,0,0,0,0.6,-21,17,1,1860,1798
"611",6,-3,1,7,-7,4,0,0,0,0,0.8,-2,12,1,3525,2979
"612",1,-1,1,4,-4,11,0,1,-1,0,0,-4,0,1,679,-305
"613",-1,-1,-1,-4,4,-3,-1,-1,0,0,-0.600000000000001,-24,-10,0,-2555,-1896
"614",57,-8,1,5,-5,1,-2,-1,-1,0,0,-16,-18,0,765,425
"615",44,0,1,-2,2,-1,-2,-1,-1,0,-0.4,-24,-11,0,-1221,-2380
"616",14,3,-1,4,-4,7,-1,-1,0,0,0.600000000000001,49,22,1,4492,3211
"617",-22,-5,-1,-1,1,0,0,0,0,0,-0.4,9,-3,0,186,-273
"618",0,1,1,1,-1,-1,1,1,0,0,0.600000000000001,-22,17,1,1227,996
